Clinton,Trump,State,Place
151581,130614,Alabama,Jefferson
68429,91087,Alabama,Mobile
62435,89199,Alabama,Madison
22927,72846,Alabama,Shelby
58669,33928,Alabama,Montgomery
18409,72780,Alabama,Baldwin
31746,47701,Alabama,Tuscaloosa
20987,34321,Alabama,Lee
11216,37392,Alabama,Morgan
13197,32803,Alabama,Calhoun
10350,32132,Alabama,Etowah
10547,30567,Alabama,Houston
9340,28824,Alabama,Limestone
9877,27735,Alabama,Lauderdale
5550,31579,Alabama,St. Clair
3730,32734,Alabama,Cullman
8436,27619,Alabama,Elmore
4913,29217,Alabama,Marshall
12108,20596,Alabama,Talladega
4486,24208,Alabama,Walker
3682,21779,Alabama,DeKalb
2150,22808,Alabama,Blount
5908,18110,Alabama,Autauga
7296,16718,Alabama,Colbert
3663,16643,Alabama,Jackson
4194,15825,Alabama,Coffee
9577,9210,Alabama,Russell
12826,5784,Alabama,Dallas
4408,13798,Alabama,Dale
5271,12967,Alabama,Tallapoosa
2909,15068,Alabama,Chilton
2379,13222,Alabama,Covington
4698,10282,Alabama,Escambia
3611,10732,Alabama,Lawrence
5763,7803,Alabama,Chambers
5039,7681,Alabama,Pike
5712,7109,Alabama,Clarke
1432,11273,Alabama,Marion
2197,9466,Alabama,Franklin
1522,9967,Alabama,Geneva
5607,5224,Alabama,Marengo
1524,8809,Alabama,Cherokee
4848,5431,Alabama,Barbour
871,9225,Alabama,Winston
4310,5771,Alabama,Monroe
2290,7697,Alabama,Randolph
3972,5454,Alabama,Pickens
7237,1394,Alabama,Macon
1874,6733,Alabama,Bibb
3716,4891,Alabama,Butler
2366,6031,Alabama,Washington
1358,6705,Alabama,Fayette
2286,5623,Alabama,Henry
4772,3172,Alabama,Hale
3109,4102,Alabama,Choctaw
1035,5819,Alabama,Lamar
4882,1751,Alabama,Lowndes
1234,5230,Alabama,Clay
3069,3413,Alabama,Conecuh
684,5738,Alabama,Cleburne
4739,1581,Alabama,Sumter
1663,4511,Alabama,Crenshaw
4329,1737,Alabama,Wilcox
3823,1403,Alabama,Perry
1780,3376,Alabama,Coosa
4006,838,Alabama,Greene
3530,1139,Alabama,Bullock
524360,566019,Arizona,Maricopa
183199,138819,Arizona,Pima
29492,58573,Arizona,Yavapai
29546,44432,Arizona,Pinal
15536,51312,Arizona,Mohave
25308,16573,Arizona,Coconino
15291,25036,Arizona,Cochise
18336,20586,Arizona,Yuma
15362,18165,Arizona,Navajo
6295,12342,Arizona,Gila
12196,5315,Arizona,Apache
3274,7899,Arizona,Graham
7769,2556,Arizona,Santa Cruz
1318,3381,Arizona,La Paz
1092,1892,Arizona,Greenlee
89377,61182,Arkansas,Pulaski
27894,60751,Arkansas,Benton
32296,40418,Arkansas,Washington
13247,35852,Arkansas,Saline
14525,29170,Arkansas,Faulkner
12184,28769,Arkansas,Sebastian
12283,26053,Arkansas,Garland
10474,22798,Arkansas,Craighead
5157,21038,Arkansas,White
5638,19902,Arkansas,Lonoke
15721,9231,Arkansas,Jefferson
4476,16655,Arkansas,Crawford
4818,15694,Arkansas,Pope
4163,14655,Arkansas,Baxter
5667,10201,Arkansas,Union
2925,12225,Arkansas,Boone
4273,11293,Arkansas,Miller
8368,6953,Arkansas,Crittenden
3056,10698,Arkansas,Greene
2878,9925,Arkansas,Independence
5621,6988,Arkansas,Mississippi
2101,9454,Arkansas,Cleburne
3137,8153,Arkansas,Hot Spring
3334,6773,Arkansas,Carroll
4320,5347,Arkansas,Ouachita
2421,6072,Arkansas,Johnson
3140,5456,Arkansas,Columbia
3606,4398,Arkansas,Clark
1210,6606,Arkansas,Polk
2408,5338,Arkansas,Ashley
2655,4844,Arkansas,Conway
1712,5737,Arkansas,Logan
4031,3195,Arkansas,Saint Francis
1472,5405,Arkansas,Sharp
1547,5382,Arkansas,Van Buren
2371,4391,Arkansas,Hempstead
4292,2443,Arkansas,Phillips
1407,5160,Arkansas,Grant
1995,4577,Arkansas,Cross
1587,4917,Arkansas,Madison
1377,5077,Arkansas,Marion
1376,5034,Arkansas,Franklin
2364,3967,Arkansas,Drew
1472,4600,Arkansas,Yell
1425,4508,Arkansas,Randolph
1939,3825,Arkansas,Arkansas
1999,3779,Arkansas,Clay
1263,4064,Arkansas,Lawrence
1189,4081,Arkansas,Stone
1111,4042,Arkansas,Izard
1878,3149,Arkansas,Poinsett
1397,3604,Arkansas,Little River
1583,3262,Arkansas,Jackson
1067,3470,Arkansas,Fulton
1350,3155,Arkansas,Howard
1075,3281,Arkansas,Sevier
1035,2979,Arkansas,Perry
2227,1915,Arkansas,Desha
2350,1716,Arkansas,Chicot
684,3150,Arkansas,Pike
1252,2455,Arkansas,Lincoln
699,2875,Arkansas,Newton
601,2955,Arkansas,Searcy
1317,2163,Arkansas,Bradley
735,2573,Arkansas,Montgomery
812,2503,Arkansas,Prairie
723,2460,Arkansas,Cleveland
1156,2001,Arkansas,Nevada
507,2378,Arkansas,Scott
1735,1229,Arkansas,Lee
1028,1750,Arkansas,Lafayette
1298,1400,Arkansas,Monroe
1165,1507,Arkansas,Dallas
1117,1344,Arkansas,Woodruff
636,1554,Arkansas,Calhoun
1601382,525308,California,Los Angeles
396712,357174,California,Orange
390531,269422,California,San Diego
228731,219359,California,Riverside
220853,188080,California,San Bernardino
312994,91990,California,Santa Clara
300185,59384,California,Alameda
186237,114359,California,Sacramento
201936,76743,California,Contra Costa
228211,26461,California,San Francisco
136848,97516,California,Ventura
152134,37996,California,San Mateo
82863,79858,California,Fresno
64980,95064,California,Kern
116027,37421,California,Sonoma
71349,56194,California,San Joaquin
79015,41481,California,Solano
72605,38973,California,Santa Barbara
51171,52567,California,Stanislaus
43915,55212,California,Placer
46965,39263,California,San Luis Obispo
64333,13127,California,Marin
60529,14523,California,Santa Cruz
31638,35354,California,Butte
47387,19580,California,Monterey
28026,37286,California,El Dorado
23663,33372,California,Tulare
15533,35256,California,Shasta
34460,13178,California,Yolo
21856,18486,California,Merced
13283,19221,California,Madera
19596,10883,California,Humboldt
16199,14686,California,Nevada
20454,9335,California,Napa
9077,13158,California,Kings
14331,5607,California,Imperial
7599,10947,California,Sutter
6740,11064,California,Calaveras
7075,10614,California,Tuolumne
4764,10528,California,Tehama
5115,8869,California,Yuba
5252,8392,California,Siskiyou
6240,5752,California,Lake
6751,4358,California,San Benito
6905,3571,California,Mendocino
3420,6069,California,Amador
3224,5079,California,Plumas
1881,6155,California,Lassen
2997,4370,California,Del Norte
2568,4317,California,Mariposa
2499,3328,California,Inyo
1766,3405,California,Glenn
2551,1989,California,Mono
1832,2709,California,Colusa
1876,2409,California,Trinity
798,2413,California,Modoc
596,1044,California,Sierra
318,211,California,Alpine
105807,176506,Colorado,El Paso
151885,130233,Colorado,Jefferson
148365,109638,Colorado,Arapahoe
170497,42536,Colorado,Denver
92170,82624,Colorado,Larimer
67045,100178,Colorado,Douglas
124715,38766,Colorado,Boulder
86471,73807,Colorado,Adams
45869,75882,Colorado,Weld
20958,48129,Colorado,Mesa
27945,27746,Colorado,Pueblo
19530,14272,Colorado,Broomfield
15300,12471,Colorado,La Plata
11205,13071,Colorado,Garfield
12652,8153,Colorado,Eagle
5275,15066,Colorado,Fremont
5438,14303,Colorado,Montrose
4048,11584,Colorado,Delta
9502,5064,Colorado,Summit
3056,11536,Colorado,Elbert
3547,9580,Colorado,Teller
7487,5149,Colorado,Routt
3920,7771,Colorado,Montezuma
3128,8104,Colorado,Morgan
4773,5283,Colorado,Chaffee
7239,2522,Colorado,Pitkin
3351,6053,Colorado,Park
1843,7272,Colorado,Logan
5068,3250,Colorado,Gunnison
3319,4467,Colorado,Grand
2489,4234,Colorado,Archuleta
3168,3031,Colorado,Alamosa
2614,3656,Colorado,Las Animas
874,5293,Colorado,Moffat
2585,2426,Colorado,Clear Creek
1985,3060,Colorado,Rio Grande
1719,2988,Colorado,Otero
1173,3508,Colorado,Prowers
701,3755,Colorado,Yuma
2960,1030,Colorado,San Miguel
1753,1885,Colorado,Conejos
1631,1875,Colorado,Huerfano
526,2894,Colorado,Kit Carson
1634,1564,Colorado,Gilpin
433,2782,Colorado,Rio Blanco
1690,1337,Colorado,Ouray
1600,1264,Colorado,Lake
797,2059,Colorado,Custer
289,2284,Colorado,Washington
1345,1109,Colorado,Saguache
399,1873,Colorado,Lincoln
436,1791,Colorado,Phillips
278,1716,Colorado,Baca
581,1166,Colorado,Bent
1109,581,Colorado,Costilla
336,1069,Colorado,Crowley
267,1015,Colorado,Sedgwick
227,936,Colorado,Dolores
127,905,Colorado,Cheyenne
171,628,Colorado,Jackson
91,726,Colorado,Kiowa
237,344,Colorado,Mineral
197,339,Colorado,Hinsdale
265,215,Colorado,San Juan
33046,4446,Connecticut,New Haven
24229,12288,Connecticut,Norwalk
19866,12836,Connecticut,Waterbury
17859,12024,Connecticut,Fairfield
27425,2276,Connecticut,Hartford
20215,7131,Connecticut,West Hartford
16253,11096,Connecticut,Greenwich
13596,13383,Connecticut,Milford
15599,11346,Connecticut,Danbury
18962,7790,Connecticut,Hamden
12476,12739,Connecticut,Bristol
13729,10534,Connecticut,Stratford
15069,8353,Connecticut,Manchester
9890,12383,Connecticut,Southington
10651,10940,Connecticut,Wallingford
12788,8661,Connecticut,Meriden
15433,6046,Connecticut,New Britain
12957,7124,Connecticut,Middletown
12477,7774,Connecticut,West Haven
9302,9744,Connecticut,Trumbull
13193,5217,Connecticut,East Hartford
8548,9238,Connecticut,Enfield
11313,3992,Connecticut,Windsor
8393,6547,Connecticut,Newington
8452,6585,Connecticut,Branford
8785,5876,Connecticut,Simsbury
8439,5929,Connecticut,Groton
7395,7130,Connecticut,Newtown
5682,8752,Connecticut,Torrington
10427,4139,Connecticut,Westport
12074,2706,Connecticut,Bridgeport
7717,6449,Connecticut,South Windsor
7212,6907,Connecticut,Cheshire
8119,5594,Connecticut,Glastonbury
8586,5304,Connecticut,Stamford
7580,6078,Connecticut,Wethersfield
7641,5984,Connecticut,Farmington
7907,5673,Connecticut,Ridgefield
6136,6863,Connecticut,New Milford
7084,5666,Connecticut,Vernon
7453,5217,Connecticut,Norwich
5735,7197,Connecticut,North Haven
7819,4931,Connecticut,Guilford
5219,7310,Connecticut,Naugatuck
5491,6992,Connecticut,East Haven
3712,7726,Connecticut,Watertown
4913,6210,Connecticut,Berlin
8305,2430,Connecticut,Mansfield
4913,6010,Connecticut,Southbury
5774,4601,Connecticut,Darien
6005,4453,Connecticut,East Lyme
5935,4500,Connecticut,Madison
5233,4861,Connecticut,Waterford
5616,4378,Connecticut,Avon
6055,3783,Connecticut,Wilton
5635,4081,Connecticut,Stonington
8430,1426,Connecticut,Bloomfield
4108,5571,Connecticut,Monroe
4735,4492,Connecticut,Bethel
4236,4332,Connecticut,Colchester
2573,6190,Connecticut,Wolcott
4653,3929,Connecticut,New Canaan
4687,3951,Connecticut,Rocky Hill
6305,1924,Connecticut,New London
3713,4400,Connecticut,Plainville
4020,3908,Connecticut,Tolland
5375,2556,Connecticut,Windham
3834,4221,Connecticut,Orange
3531,4199,Connecticut,Ellington
3340,4156,Connecticut,Montville
3800,3482,Connecticut,Cromwell
3057,4298,Connecticut,New Fairfield
3330,3779,Connecticut,Ledyard
3334,3789,Connecticut,Suffield
2777,4439,Connecticut,Seymour
3541,3621,Connecticut,Ansonia
2398,4685,Connecticut,Oxford
3493,3415,Connecticut,Clinton
3173,3613,Connecticut,East Hampton
2491,3916,Connecticut,Killingly
3067,3057,Connecticut,Coventry
3095,2956,Connecticut,Granby
2789,3022,Connecticut,Windsor Locks
2646,3474,Connecticut,Woodbury
2177,3512,Connecticut,Plainfield
2286,3344,Connecticut,Stafford
2583,3207,Connecticut,North Branford
3100,2601,Connecticut,Canton
2422,3350,Connecticut,Somers
1884,3767,Connecticut,Plymouth
3807,1632,Connecticut,Weston
2510,2670,Connecticut,East Windsor
1661,3700,Connecticut,Prospect
3127,2088,Connecticut,Redding
2627,2555,Connecticut,Hebron
2726,2541,Connecticut,Old Saybrook
2338,2767,Connecticut,Burlington
3333,1814,Connecticut,Woodbridge
1934,3011,Connecticut,Griswold
2493,2491,Connecticut,Portland
1861,3009,Connecticut,Winchester
2331,2487,Connecticut,East Haddam
2326,2650,Connecticut,Derby
2141,2553,Connecticut,Haddam
2473,1990,Connecticut,Old Lyme
2067,2359,Connecticut,Litchfield
2203,2131,Connecticut,Easton
1579,2646,Connecticut,Thompson
1664,2630,Connecticut,Middlebury
1945,2281,Connecticut,Woodstock
1642,2238,Connecticut,New Hartford
2291,1620,Connecticut,Essex
1877,1941,Connecticut,Killingworth
1152,2616,Connecticut,Thomaston
1583,2115,Connecticut,Lebanon
1674,2003,Connecticut,Durham
1699,1936,Connecticut,Westbrook
1576,1983,Connecticut,Brookfield
1446,2050,Connecticut,Brooklyn
1562,1845,Connecticut,Putnam
1669,1758,Connecticut,Marlborough
1131,2107,Connecticut,Harwinton
1580,1646,Connecticut,Bethany
1146,2002,Connecticut,Beacon Falls
1542,1497,Connecticut,Columbia
1282,1558,Connecticut,North Stonington
1414,1373,Connecticut,Willington
1385,1436,Connecticut,Bolton
1379,1369,Connecticut,East Granby
932,1609,Connecticut,Canterbury
1152,1359,Connecticut,Middlefield
1412,1077,Connecticut,Deep River
978,1377,Connecticut,Preston
1029,1182,Connecticut,Salem
1119,1043,Connecticut,Ashford
1671,545,Connecticut,Salisbury
801,1405,Connecticut,Bethlehem
1365,781,Connecticut,Chester
1070,1013,Connecticut,Pomfret
905,1157,Connecticut,Barkhamsted
868,1175,Connecticut,Lisbon
976,1065,Connecticut,Sherman
1242,738,Connecticut,Washington
896,891,Connecticut,Andover
830,977,Connecticut,Shelton
673,1062,Connecticut,Goshen
1062,559,Connecticut,Kent
478,1097,Connecticut,Sterling
732,703,Connecticut,North Canaan
888,520,Connecticut,Lyme
765,638,Connecticut,Roxbury
520,828,Connecticut,Sprague
509,838,Connecticut,Morris
809,520,Connecticut,Sharon
536,764,Connecticut,Bozrah
430,862,Connecticut,Voluntown
349,804,Connecticut,Hartland
432,624,Connecticut,Chaplin
518,571,Connecticut,Bridgewater
413,612,Connecticut,Franklin
484,509,Connecticut,Hampton
367,513,Connecticut,Eastford
518,373,Connecticut,Norfolk
622,248,Connecticut,Cornwall
310,518,Connecticut,Scotland
320,526,Connecticut,Colebrook
352,451,Connecticut,Warren
362,205,Connecticut,Canaan
188,277,Connecticut,Union
162905,85507,Delaware,New Castle
39329,62607,Delaware,Sussex
33347,36989,Delaware,Kent
623006,333666,Florida,Miami-Dade
546956,258521,Florida,Broward
371411,270762,Florida,Palm Beach
306422,265928,Florida,Hillsborough
329579,195091,Florida,Orange
233327,238746,Florida,Pinellas
203627,210061,Florida,Duval
124725,191141,Florida,Lee
119525,181620,Florida,Brevard
117182,157216,Florida,Polk
108793,142763,Florida,Volusia
89998,141943,Florida,Pasco
97676,124098,Florida,Sarasota
105611,109265,Florida,Seminole
71066,101681,Florida,Manatee
61958,107710,Florida,Marion
60941,105297,Florida,Collier
62597,101888,Florida,Lake
91936,53777,Florida,Leon
57114,88370,Florida,Escambia
66812,70248,Florida,St. Lucie
85287,50252,Florida,Osceola
43037,88633,Florida,St. Johns
75370,46584,Florida,Alachua
27768,74898,Florida,Clay
23711,71788,Florida,Okaloosa
33421,60196,Florida,Charlotte
31818,59029,Florida,Hernando
18398,65126,Florida,Santa Rosa
21689,62010,Florida,Bay
30158,53182,Florida,Martin
28997,48564,Florida,Indian River
22765,54377,Florida,Citrus
22631,52722,Florida,Sumter
21985,33804,Florida,Flagler
10849,34221,Florida,Nassau
14901,29509,Florida,Highlands
18949,21885,Florida,Monroe
6861,25695,Florida,Walton
9920,21873,Florida,Putnam
7599,20359,Florida,Columbia
14994,6721,Florida,Gadsden
6383,14231,Florida,Jackson
5091,13758,Florida,Levy
3955,14281,Florida,Suwannee
4348,10507,Florida,Wakulla
3953,9342,Florida,Okeechobee
2112,10294,Florida,Baker
2924,8913,Florida,Bradford
2261,8630,Florida,Washington
4610,6192,Florida,Hendry
3761,6744,Florida,DeSoto
2149,6923,Florida,Taylor
852,7476,Florida,Holmes
3526,4849,Florida,Madison
1457,6740,Florida,Gilchrist
3537,3930,Florida,Jefferson
2147,5238,Florida,Hardee
1715,5320,Florida,Gulf
1270,5822,Florida,Dixie
1236,4647,Florida,Calhoun
1738,4119,Florida,Franklin
1014,4567,Florida,Union
1899,3439,Florida,Hamilton
1271,2996,Florida,Glades
515,2795,Florida,Lafayette
651,2542,Florida,Liberty
281875,110372,Georgia,Fulton
159416,152602,Georgia,Cobb
165063,146463,Georgia,Gwinnett
239131,47531,Georgia,DeKalb
25203,80611,Georgia,Cherokee
58998,43649,Georgia,Chatham
49902,45641,Georgia,Henry
23427,69801,Georgia,Forsyth
75908,11740,Georgia,Clayton
48707,24441,Georgia,Richmond
16153,51681,Georgia,Hall
39602,26901,Georgia,Muscogee
18004,44646,Georgia,Paulding
18863,43060,Georgia,Columbia
16572,42513,Georgia,Coweta
23255,35034,Georgia,Fayette
22460,35351,Georgia,Houston
34383,22589,Georgia,Bibb
30971,24803,Georgia,Douglas
29514,12691,Georgia,Clarke
21936,20907,Georgia,Newton
12422,29983,Georgia,Carroll
8279,31093,Georgia,Walton
8204,29879,Georgia,Bartow
23206,13463,Georgia,Rockdale
14614,21308,Georgia,Lowndes
9127,24045,Georgia,Floyd
11738,21482,Georgia,Glynn
23224,10227,Georgia,Dougherty
7925,21514,Georgia,Whitfield
6580,21105,Georgia,Barrow
4469,21754,Georgia,Jackson
4769,20860,Georgia,Catoosa
9347,15636,Georgia,Spalding
9597,15643,Georgia,Troup
8812,14476,Georgia,Bulloch
4213,18938,Georgia,Walker
4851,17865,Georgia,Effingham
6737,12401,Georgia,Laurens
5253,12885,Georgia,Oconee
3176,15171,Georgia,Gordon
5914,12287,Georgia,Camden
7138,11225,Georgia,Thomas
4082,11931,Georgia,Harris
2483,13184,Georgia,Habersham
9531,6125,Georgia,Liberty
7965,7691,Georgia,Baldwin
4010,10513,Georgia,Bryan
2863,11006,Georgia,Polk
3166,10641,Georgia,Lee
1977,11651,Georgia,Pickens
4090,9575,Georgia,Coffee
3460,9892,Georgia,Colquitt
3892,8680,Georgia,Tift
1955,10465,Georgia,Gilmer
3570,8821,Georgia,Monroe
3960,8304,Georgia,Jones
1799,10340,Georgia,Murray
2216,9613,Georgia,Lumpkin
3436,8508,Georgia,Ware
1962,9849,Georgia,Union
2423,9195,Georgia,Madison
1672,9751,Georgia,White
1920,9622,Georgia,Fannin
1444,9880,Georgia,Dawson
1474,9579,Georgia,Haralson
5520,5275,Georgia,Sumter
3471,7288,Georgia,Upson
5083,5405,Georgia,Peach
2039,8147,Georgia,Wayne
4104,6009,Georgia,Decatur
2583,7285,Georgia,Hart
1835,7682,Georgia,Stephens
2566,6717,Georgia,Butts
2658,6559,Georgia,Morgan
2745,6516,Georgia,Putnam
4730,4491,Georgia,Burke
3699,5432,Georgia,McDuffie
3005,6047,Georgia,Grady
3800,5216,Georgia,Meriwether
2338,6612,Georgia,Toombs
3194,5488,Georgia,Greene
1239,7273,Georgia,Pike
1243,7054,Georgia,Franklin
4187,4138,Georgia,Washington
2015,6144,Georgia,Worth
1612,6457,Georgia,Chattooga
1443,6287,Georgia,Rabun
2507,5269,Georgia,Elbert
3492,4272,Georgia,Mitchell
2433,5330,Georgia,Emanuel
2267,5183,Georgia,Lamar
2835,4539,Georgia,Crisp
903,6301,Georgia,Pierce
1434,5492,Georgia,Appling
1836,5021,Georgia,Dodge
684,6130,Georgia,Banks
3809,3057,Georgia,Jefferson
1678,5092,Georgia,Tattnall
1206,5377,Georgia,Towns
1829,4622,Georgia,Oglethorpe
1041,5408,Georgia,Berrien
619,5561,Georgia,Brantley
2504,3679,Georgia,Brooks
965,5047,Georgia,Dade
1752,4175,Georgia,Cook
1544,4353,Georgia,Jasper
2098,3734,Georgia,Ben Hill
2298,3482,Georgia,McIntosh
2300,3305,Georgia,Screven
1419,3632,Georgia,Crawford
901,4102,Georgia,Jeff Davis
1094,3717,Georgia,Bleckley
2165,2552,Georgia,Early
1844,2569,Georgia,Wilkes
2705,1540,Georgia,Macon
1893,2332,Georgia,Wilkinson
743,3370,Georgia,Heard
2267,1872,Georgia,Terrell
1356,2623,Georgia,Long
1271,2759,Georgia,Lincoln
1970,2034,Georgia,Twiggs
607,3356,Georgia,Bacon
1004,2950,Georgia,Charlton
1860,1941,Georgia,Dooly
1313,2449,Georgia,Telfair
1023,2661,Georgia,Candler
1136,2519,Georgia,Johnson
890,2711,Georgia,Irwin
1130,2404,Georgia,Evans
1104,2436,Georgia,Pulaski
1186,2343,Georgia,Seminole
2695,841,Georgia,Hancock
847,2668,Georgia,Montgomery
1295,2062,Georgia,Taylor
1243,2094,Georgia,Turner
2001,1196,Georgia,Talbot
1213,1921,Georgia,Marion
1108,1892,Georgia,Jenkins
852,2096,Georgia,Wilcox
1597,1270,Georgia,Randolph
805,1984,Georgia,Lanier
860,1808,Georgia,Treutlen
696,1873,Georgia,Atkinson
622,1888,Georgia,Miller
685,1724,Georgia,Clinch
1313,991,Georgia,Warren
646,1421,Georgia,Wheeler
1220,805,Georgia,Stewart
1178,829,Georgia,Calhoun
401,1472,Georgia,Schley
650,775,Georgia,Baker
138,1235,Georgia,Glascock
593,746,Georgia,Chattahoochee
697,566,Georgia,Clay
156,1006,Georgia,Echols
471,630,Georgia,Webster
461,575,Georgia,Quitman
545,349,Georgia,Taliaferro
175634,90296,Hawaii,Honolulu
41258,17500,Hawaii,Hawaii
33479,13445,Hawaii,Maui
16456,7574,Hawaii,Kauai
75676,93748,Idaho,Ada
16683,46755,Idaho,Canyon
16264,44449,Idaho,Kootenai
8930,26699,Idaho,Bonneville
10342,17180,Idaho,Bannock
6844,21063,Idaho,Twin Falls
8093,7255,Idaho,Latah
4828,10699,Idaho,Nez Perce
5140,10220,Idaho,Bonner
2924,10907,Idaho,Bingham
1201,8941,Idaho,Madison
976,8436,Idaho,Jefferson
6416,3340,Idaho,Blaine
2117,7347,Idaho,Jerome
1814,5816,Idaho,Elmore
1196,6441,Idaho,Idaho County
1036,5949,Idaho,Cassia
1229,5980,Idaho,Gem
1167,4887,Idaho,Minidoka
651,4091,Idaho,Fremont
892,4306,Idaho,Payette
385,3901,Idaho,Franklin
1913,2906,Idaho,Valley
930,3743,Idaho,Gooding
933,3789,Idaho,Boundary
1384,3297,Idaho,Shoshone
2157,2161,Idaho,Teton
776,3283,Idaho,Washington
780,3101,Idaho,Benewah
733,3011,Idaho,Lemhi
591,3052,Idaho,Owyhee
777,2673,Idaho,Boise
704,2852,Idaho,Clearwater
271,2275,Idaho,Caribou
255,2203,Idaho,Bear Lake
699,1666,Idaho,Power
427,1777,Idaho,Custer
415,1556,Idaho,Adams
184,1531,Idaho,Oneida
360,1184,Idaho,Lincoln
270,1202,Idaho,Lewis
160,914,Idaho,Butte
110,410,Idaho,Camas
44,203,Idaho,Clark
1528582,440213,Illinois,Cook
222499,164355,Illinois,DuPage
168186,108608,Illinois,Lake
146230,129726,Illinois,Will
99389,82087,Illinois,Kane
59827,71117,Illinois,McHenry
50336,70295,Illinois,Madison
60180,53479,Illinois,St. Clair
52595,53922,Illinois,Winnebago
40731,49823,Illinois,Sangamon
49694,33235,Illinois,Champaign
35918,37081,Illinois,McLean
37436,35299,Illinois,Peoria
20568,38620,Illinois,Tazewell
32258,26969,Illinois,Rock Island
23392,24152,Illinois,Kendall
19277,26269,Illinois,LaSalle
18211,26782,Illinois,Macon
18908,25081,Illinois,Kankakee
20348,19051,Illinois,DeKalb
7633,22732,Illinois,Adams
8539,21503,Illinois,Williamson
9876,18582,Illinois,Vermilion
11005,12597,Illinois,Whiteside
11619,10889,Illinois,Jackson
8835,13962,Illinois,Henry
8025,14344,Illinois,Ogle
8021,13417,Illinois,Grundy
8952,12261,Illinois,Boone
9939,10658,Illinois,Knox
6532,14194,Illinois,Macoupin
7285,12985,Illinois,Coles
7531,10845,Illinois,Stephenson
5068,13180,Illinois,Woodford
5522,12614,Illinois,Monroe
4711,13101,Illinois,Franklin
3071,13613,Illinois,Effingham
3939,12394,Illinois,Clinton
4408,11681,Illinois,Jefferson
4231,11677,Illinois,Marion
6010,9264,Illinois,Bureau
6118,8482,Illinois,Fulton
3982,10522,Illinois,Christian
5499,8597,Illinois,Lee
4005,10197,Illinois,Livingston
4693,9060,Illinois,Morgan
3421,9992,Illinois,Randolph
2496,9728,Illinois,Iroquois
5278,6789,Illinois,McDonough
3490,8616,Illinois,Montgomery
3301,8167,Illinois,Logan
2551,8248,Illinois,Saline
4452,6113,Illinois,JoDaviess
2279,8209,Illinois,Shelby
2673,7737,Illinois,Jersey
2433,6816,Illinois,Perry
1814,7363,Illinois,Fayette
2633,5623,Illinois,Piatt
2389,5780,Illinois,Union
1969,6146,Illinois,Crawford
3061,4800,Illinois,Mercer
1048,6963,Illinois,Wayne
1946,5695,Illinois,Douglas
1873,5620,Illinois,Clark
1744,5713,Illinois,Hancock
1778,5634,Illinois,Edgar
2983,4267,Illinois,Warren
1579,5736,Illinois,Richland
1907,5072,Illinois,DeWitt
2066,4884,Illinois,Bond
1412,5749,Illinois,Pike
1446,5566,Illinois,Washington
2437,4428,Illinois,Carroll
1412,5639,Illinois,White
1555,4844,Illinois,Massac
2008,4051,Illinois,Mason
1808,4230,Illinois,Menard
1410,4474,Illinois,Ford
1014,5009,Illinois,Clay
1476,4453,Illinois,Moultrie
1288,4517,Illinois,Lawrence
1135,4644,Illinois,Johnson
1784,3776,Illinois,Marshall
1202,4139,Illinois,Greene
1028,4200,Illinois,Cumberland
1146,4039,Illinois,Wabash
924,3973,Illinois,Jasper
1617,3216,Illinois,Cass
800,3205,Illinois,Hamilton
1074,2523,Illinois,Schuyler
1151,2153,Illinois,Henderson
432,2777,Illinois,Edwards
1143,1762,Illinois,Putnam
1262,1496,Illinois,Alexander
748,1777,Illinois,Stark
656,1942,Illinois,Gallatin
528,1965,Illinois,Scott
739,1719,Illinois,Calhoun
817,1583,Illinois,Pulaski
475,1776,Illinois,Brown
419,1650,Illinois,Hardin
374,1678,Illinois,Pope
212676,130228,Indiana,Marion
116896,75565,Indiana,Lake
57214,87299,Indiana,Hamilton
55222,83801,Indiana,Allen
52247,52019,Indiana,St. Joseph
33531,38719,Indiana,Porter
22595,48326,Indiana,Hendricks
28296,40422,Indiana,Vanderburgh
17318,45456,Indiana,Johnson
20667,41810,Indiana,Elkhart
27207,30711,Indiana,Tippecanoe
34183,20527,Indiana,Monroe
18595,32376,Indiana,Madison
18791,30012,Indiana,Clark
19795,22678,Indiana,LaPorte
18100,24217,Indiana,Delaware
15922,21924,Indiana,Vigo
13939,21427,Indiana,Floyd
